Catalyst ID,Formula,Bulk Material ID,Element,Adsorbate Smiles,Adsorbate IUPAC Formula,Adsorption Energy,h,k,l,Surface Shift
random467553,Ni₁₈HCO,mp-1014111,Ni,*COCH2O,C2 H2 O2,-1.86,2,1,0.0,0.167
random945595,Ni₂₄HCO,mp-10257,Ni,*COHCHO,C2 H2 O2,-2.172,1,1,0.0,0.25
random1243186,Ni₇₂NO,mp-23,Ni,*NO,N1 O1,1.39,2,1,0.0,0.083
random487210,Cu₃₂HCO,mp-989695,Cu,*CHO*CHO,C2 H2 O2,-1.47,1,0,1.0,0.208
random1513872,Cu₃₆NO₂,mp-989782,Cu,*NO2NO2,N2 O4,6.377,2,1,1.0,0.0
random1536293,Cu₇₂H₄CN₂O,mp-1010136,Cu,*OHNNCH3,C1 N2 H4 O1,-0.422,1,0,2.0,0.083
random1253129,HPt₇₂NO,mp-126,Pt,*ONH,N1 H1 O1,1.505,1,1,0.0,0.125
random1540624,Cu₇₂H₃CO,mp-989782,Cu,*OCH3,C1 H3 O1,-1.451,2,1,2.0,0.167
random2153615,Ni₂₄HCO,mp-1094136,Ni,*COCH2O,C2 H2 O2,-3.935,2,2,1.0,0.019
random756397,Ag₃₆O,mp-124,Ag,*O,O1,1.645,1,0,0.0,0.25
random2127408,Cu₆₄HN₂,mp-1010136,Cu,*N*NH,N2 H1,1.68,1,0,1.0,0.25
random1907540,Cu₇₂H₅C₂O,mp-1010136,Cu,*OCH2CH3,C2 H5 O1,-3.522,1,0,2.0,0.083
random2134216,Cu₃₂HC,mp-989782,Cu,*CH*CH,C2 H2,-1.687,1,0,0.0,0.0
random2008140,Ni₃₆H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-2.339,2,1,2.0,0.0
random2128333,Cu₉₆H₅C₂,mp-989695,Cu,*CH2CH3,C2 H5,-3.736,2,2,1.0,0.031
random2281142,H₅Pt₃₆C₂O,mp-126,Pt,*CHOHCH3,C2 H5 O1,-3.52,1,0,0.0,0.25
random2232097,Ag₄₈NO₃,mp-124,Ag,*NO3,N1 O3,5.359,1,1,0.0,0.125
random1828616,Cu₄₈HC,mp-30,Cu,*CCH2,C2 H2,-1.313,1,1,0.0,0.125
random2081029,Cu₆₄H₃C₂O,mp-989782,Cu,*CCH2OH,C2 H3 O1,-1.149,2,0,1.0,0.0
random1279341,Ni₆₄CN,mp-10257,Ni,*CN,C1 N1,-1.452,2,0,1.0,0.75
random1317575,Cu₉₆H₃C₂O,mp-1120774,Cu,*CCH2OH,C2 H3 O1,-1.442,1,0,1.0,1.0
random46322,Pt₃₆O,mp-126,Pt,*O,O1,2.398,1,0,0.0,0.25
random1412953,Ag₅₄HNO,mp-989737,Ag,*ONH,N1 H1 O1,2.913,2,1,-2.0,0.074
random381282,Cu₇₂H₆C₂N₂O,mp-989782,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.75,2,1,2.0,0.167
random1713834,Ni₃₆H₂N₂O,mp-1014111,Ni,*ONNH2,N2 H2 O1,0.207,2,1,1.0,0.0
random1996920,Cu₉₆HN₂O,mp-1120774,Cu,*NONH,N2 H1 O1,2.503,1,0,1.0,0.291
random1673796,Ni₆₄HNO,mp-1056486,Ni,*ONH,N1 H1 O1,2.809,1,0,0.0,0.25
random529478,Ag₅₄HCO,mp-989737,Ag,*COCH2O,C2 H2 O2,-0.293,2,1,1.0,0.037
random1165373,Cu₆₄H₄C,mp-989782,Cu,*CH4,C1 H4,-2.812,1,0,0.0,0.0
random1174096,Cu₇₂H₅C₂O,mp-1120774,Cu,*CH2CH2OH,C2 H5 O1,-3.136,2,-1,2.0,0.084
random1195129,HAu₇₂(CO)₂,mp-1008634,Au,*COCHO,C2 H1 O2,0.698,2,1,1.0,0.167
random517363,Cu₇₂HCO,mp-989695,Cu,*COH,C1 H1 O1,0.677,2,1,0.0,0.056
random1280456,Ni₃₂N,mp-1008728,Ni,*N2,N2,-0.36,1,1,0.0,0.25
random2339242,H₂Pt₅₄C,mp-126,Pt,*CH2,C1 H2,-1.616,1,1,1.0,0.167
random1816686,Cu₇₂H₃C₂O,mp-989782,Cu,*CHCHOH,C2 H3 O1,-1.964,2,1,0.0,0.0
random866846,Cu₇₂H₂CO,mp-989782,Cu,*CH2*O,C1 H2 O1,-0.479,2,1,0.0,0.167
random930354,Cu₃₆H₂CO,mp-1010136,Cu,*COHCH2OH,C2 H4 O2,-1.061,2,0,1.0,0.083
random1347065,HAu₆₀O,mp-81,Au,*OH,H1 O1,0.941,2,2,1.0,0.05
random2194155,Cu₆₄H₂CO,mp-989782,Cu,*CHOH,C1 H2 O1,0.001,1,0,0.0,0.0
random1484458,Cu₆₄H₄C₂O,mp-1010136,Cu,*CHOHCH2,C2 H4 O1,-2.125,1,1,0.0,0.25
random2110943,Cu₁₀₈H₄CO,mp-1120774,Cu,*OHCH3,C1 H4 O1,-1.721,2,1,0.0,0.056
random1191398,Cu₇₂H₅(CO)₂,mp-1120774,Cu,*CHOHCH2OH,C2 H5 O2,-1.785,2,-1,2.0,0.084
random1545994,Ni₇₂H₃(CO)₂,mp-23,Ni,*CHOCHOH,C2 H3 O2,-2.505,2,1,0.0,0.083
random2194463,Cu₇₂H₄C,mp-30,Cu,*CH4,C1 H4,-2.8,2,1,0.0,0.083
random1735515,Cu₈₀H₃C₂O,mp-1010136,Cu,*CCH2OH,C2 H3 O1,-1.245,2,2,1.0,0.05
random627899,Cu₆₄HN₂O,mp-989695,Cu,*NONH,N2 H1 O1,3.396,1,0,1.0,0.458
random1407604,Cu₄₈HC₂,mp-989695,Cu,*CCH,C2 H1,-1.172,1,1,0.0,0.25
random1226631,Cu₉₆H₂N₂O,mp-30,Cu,*ONNH2,N2 H2 O1,2.798,1,1,0.0,0.125
random2254807,Cu₆₄H₃C₂O,mp-989695,Cu,*CCH2OH,C2 H3 O1,-1.076,0,0,1.0,0.125
random1632713,Ni₆₄H₃C₂O,mp-23,Ni,*CHCHOH,C2 H3 O1,-1.972,1,0,0.0,0.25
random1648478,Ni₃₂H₄CN,mp-1014111,Ni,*NH2N(CH3)2,C2 N2 H8,-4.261,2,0,1.0,0.5
random2206382,Au₁₈C,mp-81,Au,*C*C,C2,0.329,1,0,0.0,0.25
random1576398,Cu₄₈H₅(CO)₂,mp-989782,Cu,*CHOHCH2OH,C2 H5 O2,-1.614,2,2,1.0,0.0
random1693768,H₃Au₈₀C₂O,mp-1008634,Au,*COCH3,C2 H3 O1,-2.46,2,-1,2.0,0.2
random869540,H₂Au₆₀C,mp-81,Au,*CH2,C1 H2,-0.627,2,2,1.0,0.05
random1098470,Ni₃₆H₂CO,mp-1094136,Ni,*CHOH,C1 H2 O1,-1.975,2,1,0.0,0.167
random2171494,Cu₃₆HCO,mp-989782,Cu,*COCH2O,C2 H2 O2,-0.925,2,1,1.0,0.0
random1811734,HAu₈₀C,mp-1008634,Au,*CH,C1 H1,0.659,2,-1,2.0,0.2
random1468464,Ag₁₆₂H₃(CO)₂,mp-989737,Ag,*COHCHOH,C2 H3 O2,-0.038,2,1,2.0,0.056
random577934,Cu₆₄H₃C₂O,mp-1010136,Cu,*COCH3,C2 H3 O1,-2.442,1,1,0.0,0.25
random711702,Ni₄₈O,mp-10257,Ni,*O,O1,0.458,2,2,1.0,0.0
random1928966,Cu₄₈H₃C₂,mp-989782,Cu,*CCH3,C2 H3,-2.105,1,1,0.0,0.25
random560081,Cu₃₆HCO,mp-989695,Cu,*CHO*CHO,C2 H2 O2,-1.188,2,1,0.0,0.056
random589062,Cu₄₈H₂CO,mp-989695,Cu,*CH2*O,C1 H2 O1,-0.583,2,-1,2.0,0.125
random1943676,Ni₇₂H₃C₂,mp-10257,Ni,*CHCH2,C2 H3,-3.354,2,1,1.0,0.167
random949324,Cu₆₄H(CO)₂,mp-989695,Cu,*COCHO,C2 H1 O2,-0.358,1,0,2.0,0.083
random1411715,Ni₃₂H₂C₂O,mp-1014111,Ni,CH2*CO,C2 H2 O1,-2.457,1,0,1.0,0.5
random521822,Cu₉₆NO,mp-1120774,Cu,*NO,N1 O1,3.022,1,0,0.0,0.167
random1299926,Ag₃₀H₂C₂O,mp-124,Ag,*CHCHO,C2 H2 O1,-0.789,2,2,1.0,0.05
random935489,H₂Pt₇₂N₂O,mp-126,Pt,*ONNH2,N2 H2 O1,2.117,2,1,0.0,0.083
random1947752,Cu₉₆H₃C₂,mp-1120774,Cu,*CCH3,C2 H3,-1.699,1,0,0.0,0.167
random1196953,HPt₆₀N,mp-126,Pt,*NH,N1 H1,0.835,2,2,1.0,0.05
random2189860,Cu₇₂H₅C₂O,mp-1010136,Cu,*OCH2CH3,C2 H5 O1,-3.734,2,1,0.0,0.083
random1045623,Cu₉₆H₃(CO)₂,mp-989695,Cu,*COCH2OH,C2 H3 O2,-1.388,2,2,1.0,0.031
random556500,Cu₄₈H₃C₂,mp-1010136,Cu,*CCH3,C2 H3,-2.009,1,1,1.0,0.083
random1836439,Ag₁₀₈H₃C,mp-989737,Ag,*CH3,C1 H3,-1.26,2,-1,2.0,0.028
random1250159,Cu₁₂₈H₃C₂O,mp-989695,Cu,*CHCHOH,C2 H3 O1,-2.252,2,0,1.0,0.146
random1328895,Ni₃₂H₂CO,mp-1014111,Ni,*OCH2CHOH,C2 H4 O2,-1.275,2,0,1.0,0.5
random2142588,Ni₃₆H₄CN,mp-1056486,Ni,*NH2N(CH3)2,C2 N2 H8,-4.354,2,1,0.0,0.083
random1654879,HAu₃₆,mp-1008634,Au,*H,H1,0.377,1,0,0.0,0.0
random517299,H₃Pt₇₂C₂O,mp-126,Pt,*COCH3,C2 H3 O1,-3.468,2,1,0.0,0.083
random1469972,Cu₇₂H₄C₂O,mp-1120774,Cu,*CHCH2OH,C2 H4 O1,-2.123,2,-1,2.0,0.084
random834682,Cu₃₆HCO,mp-1010136,Cu,*COCH2O,C2 H2 O2,-0.872,2,1,0.0,0.083
random1184802,Cu₄₈H(CO)₂,mp-1010136,Cu,*COCHO,C2 H1 O2,-0.503,1,1,1.0,0.083
random1507823,Cu₇₂H₃(CO)₂,mp-1120774,Cu,*CHOCHOH,C2 H3 O2,-1.669,2,-1,2.0,0.0
random1676198,Cu₄₈HC₂O,mp-989695,Cu,*CCHO,C2 H1 O1,-0.97,2,-1,2.0,0.125
random1414751,Cu₅₄H₂C₂O,mp-1010136,Cu,*CHCHO,C2 H2 O1,-2.229,0,0,1.0,0.25
random2002116,Cu₇₂NO₃,mp-30,Cu,*NO3,N1 O3,4.604,2,1,0.0,0.083
random1586502,Ag₁₀₈H₃(CO)₂,mp-989737,Ag,*COHCHOH,C2 H3 O2,-0.363,2,1,1.0,0.037
random1405900,Ni₃₆H₃(CO)₂,mp-1014111,Ni,*CHOCHOH,C2 H3 O2,-2.933,2,1,1.0,0.0
random672766,Cu₇₂H₂CO,mp-1010136,Cu,*CHOH,C1 H2 O1,0.723,2,0,1.0,0.083
random517925,Cu₂₄HCO,mp-989695,Cu,*COHCHO,C2 H2 O2,-0.822,2,-1,2.0,0.125
random1822017,Au₃₆NO₂,mp-81,Au,*NO2,N1 O2,4.296,1,0,0.0,0.25
random228389,Au₃₆NO,mp-1008634,Au,*NO,N1 O1,3.217,0,0,1.0,0.0
random1325382,Cu₆₄C,mp-1010136,Cu,*C,C1,0.391,1,0,1.0,0.25
random2131774,Cu₇₂H₃NO,mp-1010136,Cu,*OHNH2,N1 H3 O1,1.575,2,1,0.0,0.083
random1558250,Ni₃₂NO₂,mp-10257,Ni,*NO2NO2,N2 O4,6.455,1,0,0.0,0.0
random683851,Cu₆₄H₅C₂O,mp-30,Cu,*CH2CH2OH,C2 H5 O1,-2.678,1,0,0.0,0.25
random2132721,Ni₆₄H,mp-10257,Ni,*H,H1,-0.524,2,0,1.0,0.0
random2134828,Ag₁₀₈C,mp-989737,Ag,*C,C1,2.475,1,1,1.0,0.028
random2423642,Cu₇₂H₂C₂O,mp-989695,Cu,*CHCHO,C2 H2 O1,-1.768,2,1,2.0,0.028
random1518417,Cu₇₂H₄C₂O,mp-989695,Cu,*CHOHCH2,C2 H4 O1,-2.54,2,1,1.0,0.069
random2360229,Cu₂₄HCO,mp-1010136,Cu,*COCH2O,C2 H2 O2,-1.141,1,1,1.0,0.083
random912226,Ag₉₆H,mp-124,Ag,*H,H1,0.359,2,1,1.0,0.063
random1974391,H₂Au₇₂N₂O,mp-1008634,Au,*ONNH2,N2 H2 O1,2.459,2,1,0.0,0.0
random1203518,Ag₄₈HN,mp-124,Ag,*NH,N1 H1,1.83,1,1,0.0,0.125
random588184,Cu₉₆HO,mp-30,Cu,*OH,H1 O1,0.267,1,1,1.0,0.167
random1605678,Ni₄₈O,mp-10257,Ni,*O,O1,0.482,1,1,1.0,0.0
random1552446,H₅Au₇₂C₂O,mp-1008634,Au,*OCH2CH3,C2 H5 O1,-2.754,1,0,2.0,0.167
random673039,H₂Pt₅₄C₂O,mp-126,Pt,CH2*CO,C2 H2 O1,-1.415,1,1,1.0,0.167
random1743049,Cu₇₂H₅C₂O,mp-1010136,Cu,*CHOHCH3,C2 H5 O1,-2.404,1,0,2.0,0.083
random2206710,Cu₂₄HN,mp-989695,Cu,*NHNH,N2 H2,0.744,2,-1,2.0,0.125
random1886748,Cu₇₂H₃C₂,mp-989695,Cu,*CCH3,C2 H3,-2.252,2,1,2.0,0.028
random2158049,Ni₄₈H₃C₂O,mp-10257,Ni,*COCH3,C2 H3 O1,-3.572,2,2,1.0,0.0
random1475418,Ag₁₀₈N,mp-989737,Ag,*N,N1,3.051,2,-1,2.0,0.028
random1703182,H₂Au₇₂N₂O,mp-1008634,Au,*ONNH2,N2 H2 O1,4.741,1,0,2.0,0.167
random945876,Ni₅₄HC₂O,mp-1008728,Ni,*CCHO,C2 H1 O1,-2.419,1,0,0.0,0.25
random654247,Ni₆₄H₂N₂O,mp-10257,Ni,*ONNH2,N2 H2 O1,-0.088,2,0,1.0,0.0
random684100,Ni₇₂H₄C₂O,mp-1056486,Ni,*COHCH3,C2 H4 O1,-3.263,2,1,0.0,0.083
random889433,H₅Au₇₂C₂O,mp-1008634,Au,*OCH2CH3,C2 H5 O1,-2.484,2,1,1.0,0.0
random243610,Ag₃₀C₂O,mp-124,Ag,*CCO,C2 O1,-0.248,2,2,1.0,0.05
random1134764,Cu₆₄HO,mp-989695,Cu,*OH,H1 O1,-0.121,1,0,0.0,0.167
random2108054,Cu₇₂HC₂,mp-1010136,Cu,*CCH,C2 H1,-0.914,2,1,0.0,0.083
random2148615,Ni₆₄H₄C₂O,mp-10257,Ni,*CHCH2OH,C2 H4 O1,-3.351,2,0,1.0,0.0
random654549,Cu₉₆H₃C₂,mp-30,Cu,*CCH3,C2 H3,-2.225,1,1,1.0,0.167
random843067,Ag₅₄H₂CO,mp-989737,Ag,*COHCH2OH,C2 H4 O2,-0.51,2,-1,2.0,0.028
random1854612,Cu₉₆H₂N₂O,mp-1120774,Cu,*ONNH2,N2 H2 O1,2.367,1,0,1.0,1.0
random1274597,Ni₄₈HN₂O,mp-10257,Ni,*NONH,N2 H1 O1,1.394,2,2,1.0,0.0
random1640866,Cu₈₀H₃(CO)₂,mp-1010136,Cu,*COCH2OH,C2 H3 O2,-1.015,2,1,2.0,0.05
random1225013,Cu₉₆NO₃,mp-1120774,Cu,*NO3,N1 O3,5.373,1,0,1.0,0.291
random1676038,Ni₉₆H₃CO,mp-1056486,Ni,*CH2OH,C1 H3 O1,-1.442,1,1,0.0,0.125
random869510,Cu₇₂H,mp-989782,Cu,*H,H1,0.113,2,1,0.0,0.0
random1367851,Cu₆₄H₃NO,mp-989695,Cu,*OHNH2,N1 H3 O1,1.561,1,0,1.0,0.208
random1829074,Ni₇₂H₃N,mp-1056486,Ni,*NH3,N1 H3,-1.781,2,1,0.0,0.083
random456783,Ni₆₄H₄CO,mp-10257,Ni,*OHCH3,C1 H4 O1,-1.591,1,0,0.0,0.0
random1326359,Cu₈₀H₂N₂O,mp-1010136,Cu,*ONNH2,N2 H2 O1,2.432,2,1,2.0,0.05
random1310945,Au₃₆N,mp-81,Au,*N,N1,3.151,1,0,0.0,0.25
random1436184,Ni₁₂C,mp-1094136,Ni,*C*C,C2,-3.133,2,-1,2.0,0.25
random535922,Ni₆₄H₂C,mp-23,Ni,*CH2,C1 H2,-1.042,1,0,0.0,0.25
random629212,Cu₇₂H,mp-989695,Cu,*H,H1,-0.061,2,1,0.0,0.056
random138898,Ni₂₄H₃C₂,mp-1014111,Ni,*CCH3,C2 H3,-3.179,1,1,0.0,0.25
random1813227,Ag₃₆H₂CO,mp-989737,Ag,*CHOHCHOH,C2 H4 O2,-1.562,1,1,0.0,0.25
random1293388,Cu₉₆NO,mp-1120774,Cu,*NO,N1 O1,2.533,0,0,1.0,0.332
random1638069,H₄Pt₇₂C₂O,mp-126,Pt,*OCHCH3,C2 H4 O1,-3.244,2,1,0.0,0.083
random1959294,Cu₇₂HCO,mp-30,Cu,*COH,C1 H1 O1,0.942,2,1,0.0,0.083
random2102790,Ni₃₂H₅C₂O,mp-1014111,Ni,*OCH2CH3,C2 H5 O1,-4.486,1,0,1.0,0.5
random2097269,Ag₃₀HC₂O,mp-124,Ag,*CCHO,C2 H1 O1,0.289,2,2,1.0,0.05
random1681225,Au₃₆O,mp-81,Au,*O,O1,2.562,1,0,0.0,0.25
random1286776,Ag₃₀H₂C₂O,mp-124,Ag,*CCHOH,C2 H2 O1,0.147,2,2,1.0,0.05
random987280,Ni₆₄H₃N,mp-23,Ni,*NH3,N1 H3,-1.565,1,0,0.0,0.25
random1687810,Ni₆₄H₃N,mp-10257,Ni,*NH3,N1 H3,-0.998,2,0,1.0,0.75
random461725,Ni₁₆HC,mp-1014111,Ni,*CCH2,C2 H2,-2.975,1,0,0.0,0.0
random2420012,Cu₃₆H₂CO,mp-989782,Cu,*CHOCH2OH,C2 H4 O2,-1.766,2,1,1.0,0.167
random1629704,Ni₂₄H₃N,mp-1014111,Ni,*NH3,N1 H3,-1.817,1,1,0.0,0.25
random1465357,H₂Pt₅₄N₂O,mp-126,Pt,*ONNH2,N2 H2 O1,2.489,1,1,1.0,0.167
random628591,Cu₆₄H₅C₂O,mp-1010136,Cu,*CH2CH2OH,C2 H5 O1,-2.696,1,1,0.0,0.25
random2105277,Cu₈₀HCO,mp-1010136,Cu,*COH,C1 H1 O1,0.622,2,1,2.0,0.05
random1773946,Pt₇₂NO₂,mp-126,Pt,*NO2,N1 O2,2.557,1,1,0.0,0.125
random1426482,Au₇₂NO₃,mp-1008634,Au,*NO3,N1 O3,6.255,2,1,1.0,0.167
random663476,Cu₆₄H₃C₂,mp-989782,Cu,*CHCH2,C2 H3,-2.389,1,0,1.0,0.0
random651313,H₂Au₇₂C₂O,mp-1008634,Au,*CH*COH,C2 H2 O1,1.694,2,1,1.0,0.0
random1992803,H₆Pt₆₀C₂N₂O,mp-126,Pt,*ONN(CH3)2,C2 N2 H6 O1,-0.29,2,2,1.0,0.05
random618276,Cu₃₆H₂CO,mp-1010136,Cu,*OCH2CHOH,C2 H4 O2,-0.165,2,0,1.0,0.083
random2050553,Cu₃₆H₂CO,mp-989695,Cu,*OCH2CHOH,C2 H4 O2,-1.552,2,1,1.0,0.069
random1256681,Ag₂₄HC,mp-124,Ag,*CCH2,C2 H2,-0.406,1,1,0.0,0.125
random2172641,Cu₇₂H₃NO,mp-989782,Cu,*OHNH2,N1 H3 O1,1.303,2,1,0.0,0.167
random2092182,Ni₂₄H,mp-1094136,Ni,*H,H1,-0.254,2,-1,2.0,0.25
random2353616,Ni₃₂H₆C₂O,mp-1014111,Ni,*OHCH2CH3,C2 H6 O1,-3.752,1,0,2.0,0.0
random2494272,Ni₂₄H₃C₂,mp-1014111,Ni,*CCH3,C2 H3,-3.591,1,1,0.0,0.25
random1258291,Ni₇₂H,mp-10257,Ni,*H,H1,-0.262,2,1,0.0,0.167
random1055747,H₂Pt₇₂C₂O,mp-126,Pt,*CCHOH,C2 H2 O1,-1.893,1,1,0.0,0.125
random207769,Cu₅₄C,mp-1010136,Cu,*C,C1,0.349,1,0,0.0,0.25
random2220890,Cu₃₂HC,mp-989695,Cu,*CCH2,C2 H2,-1.668,1,0,1.0,0.208
random221086,H₅Au₃₆C₂O,mp-81,Au,*CHOHCH3,C2 H5 O1,-2.71,1,0,0.0,0.25
random700077,Cu₇₂H₄C₂O,mp-1010136,Cu,*OCHCH3,C2 H4 O1,-3.003,2,0,1.0,0.083
random915620,H₅(Au₁₈C)₂,mp-81,Au,*CH2CH3,C2 H5,-3.572,1,0,0.0,0.25
random2416514,Cu₆₄H₃C,mp-989782,Cu,*CH3,C1 H3,-1.207,1,0,0.0,0.0
random536846,H₄Au₉₆C₂O,mp-81,Au,*CHCH2OH,C2 H4 O1,-1.777,2,1,1.0,0.062
random1162833,H₃(Au₂₄C)₂,mp-81,Au,*CHCH2,C2 H3,-2.308,1,1,0.0,0.125
random1463976,Ni₇₂H₃N,mp-1056486,Ni,*NH3,N1 H3,-1.594,2,1,0.0,0.083
random1741909,Ni₁₈HCO,mp-1014111,Ni,*COCH2O,C2 H2 O2,-2.381,2,1,2.0,0.0
random1774458,Cu₈₀H₅C₂,mp-1010136,Cu,*CH2CH3,C2 H5,-3.516,2,2,1.0,0.05
random586698,H₂Pt₇₂C₂O,mp-126,Pt,CH2*CO,C2 H2 O1,-2.225,1,1,0.0,0.125
random2463088,Ag₂₇NO₂,mp-989737,Ag,*NO2NO2,N2 O4,7.174,1,0,1.0,0.111
random957910,Cu₁₀₈CN,mp-1120774,Cu,*CN,C1 N1,-0.869,2,1,2.0,0.001
random1891347,H₂Au₁₈CO,mp-1008634,Au,*CHOHCHOH,C2 H4 O2,-1.528,2,0,1.0,0.0
random501879,Ni₃₂NO₂,mp-1094136,Ni,*NO2,N1 O2,1.943,1,0,1.0,0.0
random1161278,Au₇₂O,mp-1008634,Au,*O,O1,3.011,2,1,0.0,0.167
random881817,HAu₃₆C,mp-1008634,Au,*CH*CH,C2 H2,-1.079,1,0,2.0,0.167
random1363006,Cu₃₆H₂CO,mp-989782,Cu,*OCH2CHOH,C2 H4 O2,-1.249,2,1,0.0,0.0
random582566,Cu₇₂HC,mp-30,Cu,*CH,C1 H1,-0.131,2,1,0.0,0.083
random1914476,Ni₃₆H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-0.496,2,1,2.0,0.0
random1307839,Pt₅₄N,mp-126,Pt,*N,N1,0.491,1,1,1.0,0.167
random2345281,Ag₃₆N,mp-124,Ag,*N,N1,3.596,1,0,0.0,0.25
random1364050,Ag₁₀₈HN₂O,mp-989737,Ag,*NONH,N2 H1 O1,2.423,2,1,1.0,0.037
random1631632,Cu₆₄HN₂O,mp-989695,Cu,*NONH,N2 H1 O1,2.65,1,0,1.0,0.208
random1522721,Cu₃₆H₄CN,mp-989695,Cu,*NH2N(CH3)2,C2 N2 H8,-4.068,2,1,2.0,0.028
random2149628,Ni₇₂H₂CO,mp-1056486,Ni,*CH2*O,C1 H2 O1,-1.194,2,1,0.0,0.083
random698680,Cu₆₄H₅(CO)₂,mp-989782,Cu,*CHOHCH2OH,C2 H5 O2,-2.03,1,0,0.0,0.5
random944787,Ag₉₆H₂C,mp-124,Ag,*CH2,C1 H2,0.708,2,1,1.0,0.063
random2337466,HAu₄₈C₂O,mp-81,Au,*CHCO,C2 H1 O1,-1.45,1,1,0.0,0.125
random2315055,H₂Au₇₂CO,mp-1008634,Au,*CH2*O,C1 H2 O1,-0.424,2,1,1.0,0.0
random838700,Ag₄₈H₃NO,mp-124,Ag,*OHNH2,N1 H3 O1,1.542,1,1,0.0,0.125
random2161159,Ag₈₁N₂,mp-989737,Ag,*N2,N2,-0.013,1,0,0.0,0.167
random703256,Ni₇₂H₃(CO)₂,mp-23,Ni,*CHOCHOH,C2 H3 O2,-2.509,2,1,0.0,0.083
random1412942,Ni₂₄H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-1.882,1,1,0.0,0.25
random2097597,Ni₁₂H₂CO,mp-1094136,Ni,*COHCH2OH,C2 H4 O2,-2.254,2,-1,2.0,0.0
random1505074,Ni₃₂N,mp-23,Ni,*N2,N2,-0.456,1,0,0.0,0.25
random1871722,Ni₇₂H₃CO,mp-1056486,Ni,*OCH3,C1 H3 O1,-1.627,2,1,0.0,0.083
random589549,Ni₃₆O,mp-1014111,Ni,*O,O1,-0.183,2,1,1.0,0.0
random566100,H₃Au₃₆C,mp-1008634,Au,*CH3,C1 H3,-1.544,0,0,1.0,0.0
random1232285,Cu₉₆H₂C₂O,mp-30,Cu,*CCHOH,C2 H2 O1,-0.889,1,1,0.0,0.125
random1736890,H₂Pt₆₀C₂O,mp-126,Pt,*CH*COH,C2 H2 O1,2.133,2,2,1.0,0.05
random1383238,HAu₈₀N,mp-1008634,Au,*NH,N1 H1,1.489,2,-1,2.0,0.2
random526834,Ni₃₂H₂N₂O,mp-1094136,Ni,*ONNH2,N2 H2 O1,0.829,1,0,1.0,0.0
random1254104,Cu₆₄HC,mp-989782,Cu,*CH,C1 H1,-0.213,1,0,0.0,0.0
random1682067,Ni₆₄H₄C₂O,mp-10257,Ni,*CHCH2OH,C2 H4 O1,-2.521,2,0,1.0,0.0
random2127655,Cu₆₄HN,mp-989695,Cu,*NH,N1 H1,0.135,1,0,1.0,0.208
random1222362,Cu₆₄HC₂O,mp-1010136,Cu,*CCHO,C2 H1 O1,-0.924,1,1,0.0,0.25
random1264355,Ag₅₄H,mp-989737,Ag,*H,H1,0.734,2,0,-1.0,0.25
random1438446,Au₆₀C,mp-81,Au,*C,C1,1.545,2,2,1.0,0.05
random796505,Ni₆₄H₂C₂O,mp-10257,Ni,*CH*COH,C2 H2 O1,0.927,1,0,0.0,0.0
random936470,H₂Au₇₂C₂O,mp-1008634,Au,CH2*CO,C2 H2 O1,-1.619,1,0,2.0,0.167
random2066352,Cu₆₄HO,mp-989695,Cu,*OH,H1 O1,0.172,1,0,1.0,0.208
random931678,Ni₇₂H₂C₂O,mp-10257,Ni,*CHCHO,C2 H2 O1,-2.425,2,1,1.0,0.0
random2339465,Cu₅₄HC,mp-1120774,Cu,*CCH2,C2 H2,-1.814,2,1,1.0,0.042
random644494,Cu₄₈H₂C₂O,mp-989695,Cu,*CHCHO,C2 H2 O1,-2.089,2,-1,2.0,0.125
random1457148,Ag₉₆H(CO)₂,mp-124,Ag,*COCHO,C2 H1 O2,0.324,2,1,1.0,0.063
random1323664,H₂Au₇₂N₂O,mp-1008634,Au,*ONNH2,N2 H2 O1,2.476,2,1,1.0,0.167
random1095374,H₂Au₉₆O,mp-81,Au,*OH2,H2 O1,-0.054,2,1,1.0,0.062
random1750621,Ni₄₈H₃C₂O,mp-1094136,Ni,*CCH2OH,C2 H3 O1,-5.002,2,2,1.0,0.019
random1799510,Cu₄₈H₆C₂N₂O,mp-989695,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.832,1,1,1.0,0.062
random1234366,Ni₁₈HC,mp-1014111,Ni,*CCH2,C2 H2,-3.445,2,1,1.0,0.0
random1876388,Ni₃₂NO₂,mp-1014111,Ni,*NO2,N1 O2,2.634,1,0,2.0,0.0
random2125362,Cu₉₆H₂O,mp-30,Cu,*OH2,H2 O1,-0.09,1,1,0.0,0.125
random1560584,Cu₆₄H₄C₂O,mp-989782,Cu,*CHCH2OH,C2 H4 O1,-1.706,2,0,1.0,0.0
random1518036,Ag₃₀H(CO)₂,mp-124,Ag,*COCHO,C2 H1 O2,0.607,2,2,1.0,0.05
random620565,Cu₈₀H₂C₂O,mp-1010136,Cu,*CCHOH,C2 H2 O1,-1.161,2,2,1.0,0.05
random2029664,H₄Au₄₈CO,mp-81,Au,*OHCH3,C1 H4 O1,-1.528,1,1,0.0,0.125
